gd, mm, dd, it, volume, hist_volume, weather
4,10,9,55,80,100 111 76 91 93 70,101.54 102.05 0.5 1.3 15.4 67.0 0.0
0,10,9,56,23,38 33 28 32 20 29,101.54 102.05 0.5 1.3 15.4 67.0 0.0
1,10,9,56,56,113 127 110 105 56 80,101.54 102.05 0.5 1.3 15.4 67.0 0.0
2,10,9,56,54,72 69 83 73 70 48,101.54 102.05 0.5 1.3 15.4 67.0 0.0
3,10,9,56,64,132 113 99 98 88 62,101.54 102.05 0.5 1.3 15.4 67.0 0.0
4,10,9,56,73,111 76 91 93 70 80,101.54 102.05 0.5 1.3 15.4 67.0 0.0
0,10,9,57,33,33 28 32 20 29 23,101.54 102.05 0.5 1.3 15.4 67.0 0.0
1,10,9,57,39,127 110 105 56 80 56,101.54 102.05 0.5 1.3 15.4 67.0 0.0
2,10,9,57,36,69 83 73 70 48 54,101.54 102.05 0.5 1.3 15.4 67.0 0.0
3,10,9,57,46,113 99 98 88 62 64,101.54 102.05 0.5 1.3 15.4 67.0 0.0
4,10,9,57,54,76 91 93 70 80 73,101.54 102.05 0.5 1.3 15.4 67.0 0.0
0,10,9,58,21,28 32 20 29 23 33,101.54 102.05 0.5 1.3 15.4 67.0 0.0
1,10,9,58,46,110 105 56 80 56 39,101.54 102.05 0.5 1.3 15.4 67.0 0.0
2,10,9,58,46,83 73 70 48 54 36,101.54 102.05 0.5 1.3 15.4 67.0 0.0
3,10,9,58,44,99 98 88 62 64 46,101.54 102.05 0.5 1.3 15.4 67.0 0.0
4,10,9,58,49,91 93 70 80 73 54,101.54 102.05 0.5 1.3 15.4 67.0 0.0
0,10,9,59,20,32 20 29 23 33 21,101.54 102.05 0.5 1.3 15.4 67.0 0.0
1,10,9,59,51,105 56 80 56 39 46,101.54 102.05 0.5 1.3 15.4 67.0 0.0
2,10,9,59,36,73 70 48 54 36 46,101.54 102.05 0.5 1.3 15.4 67.0 0.0
3,10,9,59,54,98 88 62 64 46 44,101.54 102.05 0.5 1.3 15.4 67.0 0.0
4,10,9,59,46,93 70 80 73 54 49,101.54 102.05 0.5 1.3 15.4 67.0 0.0
0,10,9,60,15,20 29 23 33 21 20,101.54 102.05 0.5 1.3 15.4 67.0 0.0
1,10,9,60,35,56 80 56 39 46 51,101.54 102.05 0.5 1.3 15.4 67.0 0.0
2,10,9,60,35,70 48 54 36 46 36,101.54 102.05 0.5 1.3 15.4 67.0 0.0
3,10,9,60,25,88 62 64 46 44 54,101.54 102.05 0.5 1.3 15.4 67.0 0.0
4,10,9,60,53,70 80 73 54 49 46,101.54 102.05 0.5 1.3 15.4 67.0 0.0
0,10,9,61,26,29 23 33 21 20 15,101.54 102.05 0.5 1.3 15.4 67.0 0.0
1,10,9,61,35,80 56 39 46 51 35,101.54 102.05 0.5 1.3 15.4 67.0 0.0
2,10,9,61,33,48 54 36 46 36 35,101.54 102.05 0.5 1.3 15.4 67.0 0.0
3,10,9,61,56,62 64 46 44 54 25,101.54 102.05 0.5 1.3 15.4 67.0 0.0
4,10,9,61,44,80 73 54 49 46 53,101.54 102.05 0.5 1.3 15.4 67.0 0.0
0,10,9,62,19,23 33 21 20 15 26,101.54 102.05 0.5 1.3 15.4 67.0 0.0
1,10,9,62,44,56 39 46 51 35 35,101.54 102.05 0.5 1.3 15.4 67.0 0.0
2,10,9,62,25,54 36 46 36 35 33,101.54 102.05 0.5 1.3 15.4 67.0 0.0
3,10,9,62,39,64 46 44 54 25 56,101.54 102.05 0.5 1.3 15.4 67.0 0.0
4,10,9,62,38,73 54 49 46 53 44,101.54 102.05 0.5 1.3 15.4 67.0 0.0
0,10,9,63,22,33 21 20 15 26 19,101.45 101.96 41.625 2.5 14.1 80.0 0.0
1,10,9,63,22,39 46 51 35 35 44,101.45 101.96 41.625 2.5 14.1 80.0 0.0
2,10,9,63,34,36 46 36 35 33 25,101.45 101.96 41.625 2.5 14.1 80.0 0.0
3,10,9,63,35,46 44 54 25 56 39,101.45 101.96 41.625 2.5 14.1 80.0 0.0
4,10,9,63,32,54 49 46 53 44 38,101.45 101.96 41.625 2.5 14.1 80.0 0.0
0,10,9,64,16,21 20 15 26 19 22,101.45 101.96 41.625 2.5 14.1 80.0 0.0
1,10,9,64,28,46 51 35 35 44 22,101.45 101.96 41.625 2.5 14.1 80.0 0.0
2,10,9,64,29,46 36 35 33 25 34,101.45 101.96 41.625 2.5 14.1 80.0 0.0
3,10,9,64,29,44 54 25 56 39 35,101.45 101.96 41.625 2.5 14.1 80.0 0.0
4,10,9,64,34,49 46 53 44 38 32,101.45 101.96 41.625 2.5 14.1 80.0 0.0
0,10,9,65,17,20 15 26 19 22 16,101.45 101.96 41.625 2.5 14.1 80.0 0.0
1,10,9,65,32,51 35 35 44 22 28,101.45 101.96 41.625 2.5 14.1 80.0 0.0
2,10,9,65,19,36 35 33 25 34 29,101.45 101.96 41.625 2.5 14.1 80.0 0.0
3,10,9,65,34,54 25 56 39 35 29,101.45 101.96 41.625 2.5 14.1 80.0 0.0
4,10,9,65,33,46 53 44 38 32 34,101.45 101.96 41.625 2.5 14.1 80.0 0.0
0,10,9,66,4,15 26 19 22 16 17,101.45 101.96 41.625 2.5 14.1 80.0 0.0
1,10,9,66,23,35 35 44 22 28 32,101.45 101.96 41.625 2.5 14.1 80.0 0.0
2,10,9,66,14,35 33 25 34 29 19,101.45 101.96 41.625 2.5 14.1 80.0 0.0
3,10,9,66,20,25 56 39 35 29 34,101.45 101.96 41.625 2.5 14.1 80.0 0.0
4,10,9,66,12,53 44 38 32 34 33,101.45 101.96 41.625 2.5 14.1 80.0 0.0
0,10,9,67,6,26 19 22 16 17 4,101.45 101.96 41.625 2.5 14.1 80.0 0.0
1,10,9,67,27,35 44 22 28 32 23,101.45 101.96 41.625 2.5 14.1 80.0 0.0
2,10,9,67,22,33 25 34 29 19 14,101.45 101.96 41.625 2.5 14.1 80.0 0.0
3,10,9,67,16,56 39 35 29 34 20,101.45 101.96 41.625 2.5 14.1 80.0 0.0
4,10,9,67,20,44 38 32 34 33 12,101.45 101.96 41.625 2.5 14.1 80.0 0.0
0,10,9,68,10,19 22 16 17 4 6,101.45 101.96 41.625 2.5 14.1 80.0 0.0
1,10,9,68,17,44 22 28 32 23 27,101.45 101.96 41.625 2.5 14.1 80.0 0.0
2,10,9,68,12,25 34 29 19 14 22,101.45 101.96 41.625 2.5 14.1 80.0 0.0
3,10,9,68,20,39 35 29 34 20 16,101.45 101.96 41.625 2.5 14.1 80.0 0.0
4,10,9,68,13,38 32 34 33 12 20,101.45 101.96 41.625 2.5 14.1 80.0 0.0
0,10,9,69,3,22 16 17 4 6 10,101.45 101.96 41.625 2.5 14.1 80.0 0.0
1,10,9,69,8,22 28 32 23 27 17,101.45 101.96 41.625 2.5 14.1 80.0 0.0
2,10,9,69,14,34 29 19 14 22 12,101.45 101.96 41.625 2.5 14.1 80.0 0.0
3,10,9,69,5,35 29 34 20 16 20,101.45 101.96 41.625 2.5 14.1 80.0 0.0
4,10,9,69,18,32 34 33 12 20 13,101.45 101.96 41.625 2.5 14.1 80.0 0.0
0,10,9,70,3,16 17 4 6 10 3,101.45 101.96 41.625 2.5 14.1 80.0 0.0
1,10,9,70,11,28 32 23 27 17 8,101.45 101.96 41.625 2.5 14.1 80.0 0.0
2,10,9,70,6,29 19 14 22 12 14,101.45 101.96 41.625 2.5 14.1 80.0 0.0
3,10,9,70,5,29 34 20 16 20 5,101.45 101.96 41.625 2.5 14.1 80.0 0.0
4,10,9,70,8,34 33 12 20 13 18,101.45 101.96 41.625 2.5 14.1 80.0 0.0
0,10,9,71,6,17 4 6 10 3 3,101.45 101.96 41.625 2.5 14.1 80.0 0.0
1,10,9,71,13,32 23 27 17 8 11,101.45 101.96 41.625 2.5 14.1 80.0 0.0
2,10,9,71,7,19 14 22 12 14 6,101.45 101.96 41.625 2.5 14.1 80.0 0.0
3,10,9,71,11,34 20 16 20 5 5,101.45 101.96 41.625 2.5 14.1 80.0 0.0
4,10,9,71,16,33 12 20 13 18 8,101.45 101.96 41.625 2.5 14.1 80.0 0.0
0,10,11,0,12,5 11 5 9 5 4,101.55 102.06 43.875 2.2 18.7 74.0 0.0
1,10,11,0,98,25 26 13 11 15 8,101.55 102.06 43.875 2.2 18.7 74.0 0.0
2,10,11,0,4,24 17 10 9 9 12,101.55 102.06 43.875 2.2 18.7 74.0 0.0
3,10,11,0,18,19 19 24 22 24 9,101.55 102.06 43.875 2.2 18.7 74.0 0.0
4,10,11,0,110,24 22 23 10 21 28,101.55 102.06 43.875 2.2 18.7 74.0 0.0
0,10,11,1,14,11 5 9 5 4 12,101.55 102.06 43.875 2.2 18.7 74.0 0.0
1,10,11,1,44,26 13 11 15 8 98,101.55 102.06 43.875 2.2 18.7 74.0 0.0
2,10,11,1,2,17 10 9 9 12 4,101.55 102.06 43.875 2.2 18.7 74.0 0.0
3,10,11,1,19,19 24 22 24 9 18,101.55 102.06 43.875 2.2 18.7 74.0 0.0
4,10,11,1,83,22 23 10 21 28 110,101.55 102.06 43.875 2.2 18.7 74.0 0.0
0,10,11,2,10,5 9 5 4 12 14,101.55 102.06 43.875 2.2 18.7 74.0 0.0
1,10,11,2,34,13 11 15 8 98 44,101.55 102.06 43.875 2.2 18.7 74.0 0.0
2,10,11,2,2,10 9 9 12 4 2,101.55 102.06 43.875 2.2 18.7 74.0 0.0
3,10,11,2,16,24 22 24 9 18 19,101.55 102.06 43.875 2.2 18.7 74.0 0.0
4,10,11,2,65,23 10 21 28 110 83,101.55 102.06 43.875 2.2 18.7 74.0 0.0
0,10,11,3,6,9 5 4 12 14 10,101.55 102.06 43.875 2.2 18.7 74.0 0.0
1,10,11,3,10,11 15 8 98 44 34,101.55 102.06 43.875 2.2 18.7 74.0 0.0
2,10,11,3,14,9 9 12 4 2 2,101.55 102.06 43.875 2.2 18.7 74.0 0.0
3,10,11,3,23,22 24 9 18 19 16,101.55 102.06 43.875 2.2 18.7 74.0 0.0
4,10,11,3,6,10 21 28 110 83 65,101.55 102.06 43.875 2.2 18.7 74.0 0.0
0,10,11,4,11,5 4 12 14 10 6,101.55 102.06 43.875 2.2 18.7 74.0 0.0
1,10,11,4,8,15 8 98 44 34 10,101.55 102.06 43.875 2.2 18.7 74.0 0.0
2,10,11,4,14,9 12 4 2 2 14,101.55 102.06 43.875 2.2 18.7 74.0 0.0
3,10,11,4,18,24 9 18 19 16 23,101.55 102.06 43.875 2.2 18.7 74.0 0.0
4,10,11,4,8,21 28 110 83 65 6,101.55 102.06 43.875 2.2 18.7 74.0 0.0
0,10,11,5,4,4 12 14 10 6 11,101.55 102.06 43.875 2.2 18.7 74.0 0.0
1,10,11,5,8,8 98 44 34 10 8,101.55 102.06 43.875 2.2 18.7 74.0 0.0
2,10,11,5,14,12 4 2 2 14 14,101.55 102.06 43.875 2.2 18.7 74.0 0.0
3,10,11,5,10,9 18 19 16 23 18,101.55 102.06 43.875 2.2 18.7 74.0 0.0
4,10,11,5,8,28 110 83 65 6 8,101.55 102.06 43.875 2.2 18.7 74.0 0.0
0,10,11,6,3,12 14 10 6 11 4,101.55 102.06 43.875 2.2 18.7 74.0 0.0
1,10,11,6,6,98 44 34 10 8 8,101.55 102.06 43.875 2.2 18.7 74.0 0.0
2,10,11,6,14,4 2 2 14 14 14,101.55 102.06 43.875 2.2 18.7 74.0 0.0
3,10,11,6,15,18 19 16 23 18 10,101.55 102.06 43.875 2.2 18.7 74.0 0.0
4,10,11,6,8,110 83 65 6 8 8,101.55 102.06 43.875 2.2 18.7 74.0 0.0
0,10,11,7,12,14 10 6 11 4 3,101.55 102.06 43.875 2.2 18.7 74.0 0.0
1,10,11,7,9,44 34 10 8 8 6,101.55 102.06 43.875 2.2 18.7 74.0 0.0
2,10,11,7,14,2 2 14 14 14 14,101.55 102.06 43.875 2.2 18.7 74.0 0.0
3,10,11,7,15,19 16 23 18 10 15,101.55 102.06 43.875 2.2 18.7 74.0 0.0
4,10,11,7,5,83 65 6 8 8 8,101.55 102.06 43.875 2.2 18.7 74.0 0.0
0,10,11,8,6,10 6 11 4 3 12,101.55 102.06 43.875 2.2 18.7 74.0 0.0
1,10,11,8,7,34 10 8 8 6 9,101.55 102.06 43.875 2.2 18.7 74.0 0.0
2,10,11,8,14,2 14 14 14 14 14,101.55 102.06 43.875 2.2 18.7 74.0 0.0
3,10,11,8,13,16 23 18 10 15 15,101.55 102.06 43.875 2.2 18.7 74.0 0.0
4,10,11,8,5,65 6 8 8 8 5,101.55 102.06 43.875 2.2 18.7 74.0 0.0
0,10,11,9,6,6 11 4 3 12 6,101.47 101.97 5.625 3.5 21.2 66.0 0.0
1,10,11,9,7,10 8 8 6 9 7,101.47 101.97 5.625 3.5 21.2 66.0 0.0
2,10,11,9,14,14 14 14 14 14 14,101.47 101.97 5.625 3.5 21.2 66.0 0.0
3,10,11,9,11,23 18 10 15 15 13,101.47 101.97 5.625 3.5 21.2 66.0 0.0
4,10,11,9,2,6 8 8 8 5 5,101.47 101.97 5.625 3.5 21.2 66.0 0.0
0,10,11,10,5,11 4 3 12 6 6,101.47 101.97 5.625 3.5 21.2 66.0 0.0
1,10,11,10,10,8 8 6 9 7 7,101.47 101.97 5.625 3.5 21.2 66.0 0.0
2,10,11,10,14,14 14 14 14 14 14,101.47 101.97 5.625 3.5 21.2 66.0 0.0
3,10,11,10,9,18 10 15 15 13 11,101.47 101.97 5.625 3.5 21.2 66.0 0.0
4,10,11,10,2,8 8 8 5 5 2,101.47 101.97 5.625 3.5 21.2 66.0 0.0
0,10,11,11,3,4 3 12 6 6 5,101.47 101.97 5.625 3.5 21.2 66.0 0.0
1,10,11,11,19,8 6 9 7 7 10,101.47 101.97 5.625 3.5 21.2 66.0 0.0
2,10,11,11,14,14 14 14 14 14 14,101.47 101.97 5.625 3.5 21.2 66.0 0.0
3,10,11,11,4,10 15 15 13 11 9,101.47 101.97 5.625 3.5 21.2 66.0 0.0
4,10,11,11,8,8 8 5 5 2 2,101.47 101.97 5.625 3.5 21.2 66.0 0.0
0,10,11,12,12,3 12 6 6 5 3,101.47 101.97 5.625 3.5 21.2 66.0 0.0
1,10,11,12,16,6 9 7 7 10 19,101.47 101.97 5.625 3.5 21.2 66.0 0.0
2,10,11,12,14,14 14 14 14 14 14,101.47 101.97 5.625 3.5 21.2 66.0 0.0
3,10,11,12,14,15 15 13 11 9 4,101.47 101.97 5.625 3.5 21.2 66.0 0.0
4,10,11,12,3,8 5 5 2 2 8,101.47 101.97 5.625 3.5 21.2 66.0 0.0
0,10,11,13,15,12 6 6 5 3 12,101.47 101.97 5.625 3.5 21.2 66.0 0.0
1,10,11,13,17,9 7 7 10 19 16,101.47 101.97 5.625 3.5 21.2 66.0 0.0
2,10,11,13,14,14 14 14 14 14 14,101.47 101.97 5.625 3.5 21.2 66.0 0.0
3,10,11,13,15,15 13 11 9 4 14,101.47 101.97 5.625 3.5 21.2 66.0 0.0
4,10,11,13,4,5 5 2 2 8 3,101.47 101.97 5.625 3.5 21.2 66.0 0.0
0,10,11,14,12,6 6 5 3 12 15,101.47 101.97 5.625 3.5 21.2 66.0 0.0
1,10,11,14,20,7 7 10 19 16 17,101.47 101.97 5.625 3.5 21.2 66.0 0.0
2,10,11,14,14,14 14 14 14 14 14,101.47 101.97 5.625 3.5 21.2 66.0 0.0
3,10,11,14,14,13 11 9 4 14 15,101.47 101.97 5.625 3.5 21.2 66.0 0.0
4,10,11,14,13,5 2 2 8 3 4,101.47 101.97 5.625 3.5 21.2 66.0 0.0
0,10,11,15,6,6 5 3 12 15 12,101.47 101.97 5.625 3.5 21.2 66.0 0.0
1,10,11,15,23,7 10 19 16 17 20,101.47 101.97 5.625 3.5 21.2 66.0 0.0
2,10,11,15,14,14 14 14 14 14 14,101.47 101.97 5.625 3.5 21.2 66.0 0.0
3,10,11,15,15,11 9 4 14 15 14,101.47 101.97 5.625 3.5 21.2 66.0 0.0
4,10,11,15,12,2 2 8 3 4 13,101.47 101.97 5.625 3.5 21.2 66.0 0.0
0,10,11,16,11,5 3 12 15 12 6,101.47 101.97 5.625 3.5 21.2 66.0 0.0
1,10,11,16,33,10 19 16 17 20 23,101.47 101.97 5.625 3.5 21.2 66.0 0.0
2,10,11,16,9,14 14 14 14 14 14,101.47 101.97 5.625 3.5 21.2 66.0 0.0
3,10,11,16,24,9 4 14 15 14 15,101.47 101.97 5.625 3.5 21.2 66.0 0.0
4,10,11,16,18,2 8 3 4 13 12,101.47 101.97 5.625 3.5 21.2 66.0 0.0
0,10,11,17,6,3 12 15 12 6 11,101.47 101.97 5.625 3.5 21.2 66.0 0.0
1,10,11,17,37,19 16 17 20 23 33,101.47 101.97 5.625 3.5 21.2 66.0 0.0
2,10,11,17,22,14 14 14 14 14 9,101.47 101.97 5.625 3.5 21.2 66.0 0.0
3,10,11,17,23,4 14 15 14 15 24,101.47 101.97 5.625 3.5 21.2 66.0 0.0
4,10,11,17,16,8 3 4 13 12 18,101.47 101.97 5.625 3.5 21.2 66.0 0.0
0,10,11,18,9,12 15 12 6 11 6,101.28 101.78 8.0 3.0 23.8 50.0 0.0
1,10,11,18,37,16 17 20 23 33 37,101.28 101.78 8.0 3.0 23.8 50.0 0.0
2,10,11,18,25,14 14 14 14 9 22,101.28 101.78 8.0 3.0 23.8 50.0 0.0
3,10,11,18,28,14 15 14 15 24 23,101.28 101.78 8.0 3.0 23.8 50.0 0.0
4,10,11,18,17,3 4 13 12 18 16,101.28 101.78 8.0 3.0 23.8 50.0 0.0
0,10,11,19,26,15 12 6 11 6 9,101.28 101.78 8.0 3.0 23.8 50.0 0.0
1,10,11,19,51,17 20 23 33 37 37,101.28 101.78 8.0 3.0 23.8 50.0 0.0
2,10,11,19,31,14 14 14 9 22 25,101.28 101.78 8.0 3.0 23.8 50.0 0.0
3,10,11,19,44,15 14 15 24 23 28,101.28 101.78 8.0 3.0 23.8 50.0 0.0
4,10,11,19,39,4 13 12 18 16 17,101.28 101.78 8.0 3.0 23.8 50.0 0.0
0,10,11,20,18,12 6 11 6 9 26,101.28 101.78 8.0 3.0 23.8 50.0 0.0
1,10,11,20,56,20 23 33 37 37 51,101.28 101.78 8.0 3.0 23.8 50.0 0.0
2,10,11,20,52,14 14 9 22 25 31,101.28 101.78 8.0 3.0 23.8 50.0 0.0
3,10,11,20,92,14 15 24 23 28 44,101.28 101.78 8.0 3.0 23.8 50.0 0.0
4,10,11,20,53,13 12 18 16 17 39,101.28 101.78 8.0 3.0 23.8 50.0 0.0
0,10,11,21,30,6 11 6 9 26 18,101.28 101.78 8.0 3.0 23.8 50.0 0.0
1,10,11,21,72,23 33 37 37 51 56,101.28 101.78 8.0 3.0 23.8 50.0 0.0
2,10,11,21,94,14 9 22 25 31 52,101.28 101.78 8.0 3.0 23.8 50.0 0.0
3,10,11,21,101,15 24 23 28 44 92,101.28 101.78 8.0 3.0 23.8 50.0 0.0
4,10,11,21,54,12 18 16 17 39 53,101.28 101.78 8.0 3.0 23.8 50.0 0.0
0,10,11,22,40,11 6 9 26 18 30,101.28 101.78 8.0 3.0 23.8 50.0 0.0
1,10,11,22,94,33 37 37 51 56 72,101.28 101.78 8.0 3.0 23.8 50.0 0.0
2,10,11,22,109,9 22 25 31 52 94,101.28 101.78 8.0 3.0 23.8 50.0 0.0
3,10,11,22,126,24 23 28 44 92 101,101.28 101.78 8.0 3.0 23.8 50.0 0.0
4,10,11,22,79,18 16 17 39 53 54,101.28 101.78 8.0 3.0 23.8 50.0 0.0
0,10,11,23,52,6 9 26 18 30 40,101.28 101.78 8.0 3.0 23.8 50.0 0.0
1,10,11,23,93,37 37 51 56 72 94,101.28 101.78 8.0 3.0 23.8 50.0 0.0
2,10,11,23,103,22 25 31 52 94 109,101.28 101.78 8.0 3.0 23.8 50.0 0.0
3,10,11,23,147,23 28 44 92 101 126,101.28 101.78 8.0 3.0 23.8 50.0 0.0
4,10,11,23,84,16 17 39 53 54 79,101.28 101.78 8.0 3.0 23.8 50.0 0.0
0,10,11,24,49,9 26 18 30 40 52,101.28 101.78 8.0 3.0 23.8 50.0 0.0
1,10,11,24,130,37 51 56 72 94 93,101.28 101.78 8.0 3.0 23.8 50.0 0.0
2,10,11,24,122,25 31 52 94 109 103,101.28 101.78 8.0 3.0 23.8 50.0 0.0
3,10,11,24,168,28 44 92 101 126 147,101.28 101.78 8.0 3.0 23.8 50.0 0.0
4,10,11,24,116,17 39 53 54 79 84,101.28 101.78 8.0 3.0 23.8 50.0 0.0
0,10,11,25,49,26 18 30 40 52 49,101.28 101.78 8.0 3.0 23.8 50.0 0.0
1,10,11,25,108,51 56 72 94 93 130,101.28 101.78 8.0 3.0 23.8 50.0 0.0
2,10,11,25,106,31 52 94 109 103 122,101.28 101.78 8.0 3.0 23.8 50.0 0.0
3,10,11,25,136,44 92 101 126 147 168,101.28 101.78 8.0 3.0 23.8 50.0 0.0
4,10,11,25,111,39 53 54 79 84 116,101.28 101.78 8.0 3.0 23.8 50.0 0.0
0,10,11,26,40,18 30 40 52 49 49,101.28 101.78 8.0 3.0 23.8 50.0 0.0
1,10,11,26,126,56 72 94 93 130 108,101.28 101.78 8.0 3.0 23.8 50.0 0.0
2,10,11,26,123,52 94 109 103 122 106,101.28 101.78 8.0 3.0 23.8 50.0 0.0
3,10,11,26,172,92 101 126 147 168 136,101.28 101.78 8.0 3.0 23.8 50.0 0.0
4,10,11,26,129,53 54 79 84 116 111,101.28 101.78 8.0 3.0 23.8 50.0 0.0
0,10,11,27,45,30 40 52 49 49 40,101.32 101.82 10.875 2.4 23.0 56.0 0.0
1,10,11,27,129,72 94 93 130 108 126,101.32 101.82 10.875 2.4 23.0 56.0 0.0
2,10,11,27,106,94 109 103 122 106 123,101.32 101.82 10.875 2.4 23.0 56.0 0.0
3,10,11,27,141,101 126 147 168 136 172,101.32 101.82 10.875 2.4 23.0 56.0 0.0
4,10,11,27,118,54 79 84 116 111 129,101.32 101.82 10.875 2.4 23.0 56.0 0.0
0,10,11,28,47,40 52 49 49 40 45,101.32 101.82 10.875 2.4 23.0 56.0 0.0
1,10,11,28,108,94 93 130 108 126 129,101.32 101.82 10.875 2.4 23.0 56.0 0.0
2,10,11,28,92,109 103 122 106 123 106,101.32 101.82 10.875 2.4 23.0 56.0 0.0
3,10,11,28,122,126 147 168 136 172 141,101.32 101.82 10.875 2.4 23.0 56.0 0.0
4,10,11,28,115,79 84 116 111 129 118,101.32 101.82 10.875 2.4 23.0 56.0 0.0
0,10,11,29,44,52 49 49 40 45 47,101.32 101.82 10.875 2.4 23.0 56.0 0.0
1,10,11,29,123,93 130 108 126 129 108,101.32 101.82 10.875 2.4 23.0 56.0 0.0
2,10,11,29,71,103 122 106 123 106 92,101.32 101.82 10.875 2.4 23.0 56.0 0.0
3,10,11,29,122,147 168 136 172 141 122,101.32 101.82 10.875 2.4 23.0 56.0 0.0
4,10,11,29,92,84 116 111 129 118 115,101.32 101.82 10.875 2.4 23.0 56.0 0.0
0,10,11,30,37,49 49 40 45 47 44,101.32 101.82 10.875 2.4 23.0 56.0 0.0
1,10,11,30,114,130 108 126 129 108 123,101.32 101.82 10.875 2.4 23.0 56.0 0.0
2,10,11,30,69,122 106 123 106 92 71,101.32 101.82 10.875 2.4 23.0 56.0 0.0
3,10,11,30,107,168 136 172 141 122 122,101.32 101.82 10.875 2.4 23.0 56.0 0.0
4,10,11,30,68,116 111 129 118 115 92,101.32 101.82 10.875 2.4 23.0 56.0 0.0
0,10,11,31,47,49 40 45 47 44 37,101.32 101.82 10.875 2.4 23.0 56.0 0.0
1,10,11,31,75,108 126 129 108 123 114,101.32 101.82 10.875 2.4 23.0 56.0 0.0
2,10,11,31,55,106 123 106 92 71 69,101.32 101.82 10.875 2.4 23.0 56.0 0.0
3,10,11,31,99,136 172 141 122 122 107,101.32 101.82 10.875 2.4 23.0 56.0 0.0
4,10,11,31,70,111 129 118 115 92 68,101.32 101.82 10.875 2.4 23.0 56.0 0.0
0,10,11,32,37,40 45 47 44 37 47,101.32 101.82 10.875 2.4 23.0 56.0 0.0
1,10,11,32,86,126 129 108 123 114 75,101.32 101.82 10.875 2.4 23.0 56.0 0.0
2,10,11,32,71,123 106 92 71 69 55,101.32 101.82 10.875 2.4 23.0 56.0 0.0
3,10,11,32,111,172 141 122 122 107 99,101.32 101.82 10.875 2.4 23.0 56.0 0.0
4,10,11,32,74,129 118 115 92 68 70,101.32 101.82 10.875 2.4 23.0 56.0 0.0
0,10,11,33,37,45 47 44 37 47 37,101.32 101.82 10.875 2.4 23.0 56.0 0.0
1,10,11,33,81,129 108 123 114 75 86,101.32 101.82 10.875 2.4 23.0 56.0 0.0
2,10,11,33,66,106 92 71 69 55 71,101.32 101.82 10.875 2.4 23.0 56.0 0.0
3,10,11,33,90,141 122 122 107 99 111,101.32 101.82 10.875 2.4 23.0 56.0 0.0
4,10,11,33,69,118 115 92 68 70 74,101.32 101.82 10.875 2.4 23.0 56.0 0.0
0,10,11,34,37,47 44 37 47 37 37,101.32 101.82 10.875 2.4 23.0 56.0 0.0
1,10,11,34,79,108 123 114 75 86 81,101.32 101.82 10.875 2.4 23.0 56.0 0.0
2,10,11,34,71,92 71 69 55 71 66,101.32 101.82 10.875 2.4 23.0 56.0 0.0
3,10,11,34,91,122 122 107 99 111 90,101.32 101.82 10.875 2.4 23.0 56.0 0.0
4,10,11,34,94,115 92 68 70 74 69,101.32 101.82 10.875 2.4 23.0 56.0 0.0
0,10,11,35,47,44 37 47 37 37 37,101.32 101.82 10.875 2.4 23.0 56.0 0.0
1,10,11,35,68,123 114 75 86 81 79,101.32 101.82 10.875 2.4 23.0 56.0 0.0
2,10,11,35,61,71 69 55 71 66 71,101.32 101.82 10.875 2.4 23.0 56.0 0.0
3,10,11,35,93,122 107 99 111 90 91,101.32 101.82 10.875 2.4 23.0 56.0 0.0
4,10,11,35,72,92 68 70 74 69 94,101.32 101.82 10.875 2.4 23.0 56.0 0.0
0,10,11,36,42,37 47 37 37 37 47,101.51 102.02 13.125 3.5 21.6 70.0 0.0
1,10,11,36,98,114 75 86 81 79 68,101.51 102.02 13.125 3.5 21.6 70.0 0.0
2,10,11,36,69,69 55 71 66 71 61,101.51 102.02 13.125 3.5 21.6 70.0 0.0
3,10,11,36,76,107 99 111 90 91 93,101.51 102.02 13.125 3.5 21.6 70.0 0.0
4,10,11,36,80,68 70 74 69 94 72,101.51 102.02 13.125 3.5 21.6 70.0 0.0
0,10,11,37,42,47 37 37 37 47 42,101.51 102.02 13.125 3.5 21.6 70.0 0.0
1,10,11,37,86,75 86 81 79 68 98,101.51 102.02 13.125 3.5 21.6 70.0 0.0
2,10,11,37,63,55 71 66 71 61 69,101.51 102.02 13.125 3.5 21.6 70.0 0.0
3,10,11,37,110,99 111 90 91 93 76,101.51 102.02 13.125 3.5 21.6 70.0 0.0
4,10,11,37,98,70 74 69 94 72 80,101.51 102.02 13.125 3.5 21.6 70.0 0.0
0,10,11,38,51,37 37 37 47 42 42,101.51 102.02 13.125 3.5 21.6 70.0 0.0
1,10,11,38,79,86 81 79 68 98 86,101.51 102.02 13.125 3.5 21.6 70.0 0.0
2,10,11,38,72,71 66 71 61 69 63,101.51 102.02 13.125 3.5 21.6 70.0 0.0
3,10,11,38,92,111 90 91 93 76 110,101.51 102.02 13.125 3.5 21.6 70.0 0.0
4,10,11,38,89,74 69 94 72 80 98,101.51 102.02 13.125 3.5 21.6 70.0 0.0
0,10,11,39,35,37 37 47 42 42 51,101.51 102.02 13.125 3.5 21.6 70.0 0.0
1,10,11,39,121,81 79 68 98 86 79,101.51 102.02 13.125 3.5 21.6 70.0 0.0
2,10,11,39,58,66 71 61 69 63 72,101.51 102.02 13.125 3.5 21.6 70.0 0.0
